paper_id,ambiguous_group,author_name,coauthors,title,abstract,keywords,venue,year,ground_truth_label,source_dataset
P1-2555,Ke Chen,Ke Chen,A. Hussein,On Efficient Methods for Detecting Hopf bifurcation with Applications to Power System Instability Prediction,,hopf bifurcation; Power System,International Journal of Bifurcation and Chaos,2003,Ke_Chen-488,DBLP_expanded_668
P1-2556,Ke Chen,Ke Chen,A. Hussein; Haibin Wan,On Adapting Test Function Methods for Fast Detection of fold bifurcations in Power Systems,,Adaptive Testing; Power System,International Journal of Bifurcation and Chaos,2002,Ke_Chen-488,DBLP_expanded_668
P1-2557,Ke Chen,Ke Chen,Raymond H. Chan,Preconditioning and convergence in the right norm,,,International Journal of Computer Mathematics,2007,Ke_Chen-488,DBLP_expanded_668
P1-2558,Ke Chen,Ke Chen,,Fast iterative and preconditioning methods for linear and non-linear systems,,Non Linear System,International Journal of Computer Mathematics,2007,Ke_Chen-488,DBLP_expanded_668
P1-2559,Ke Chen,Ke Chen,Judith M. Ford; David J. Evans,On a Recursive Schur Preconditioner for Iterative Solution of a Class of Dense Matrix Problems,,Iterative Solution,International Journal of Computer Mathematics,2003,Ke_Chen-488,DBLP_expanded_668
P1-2560,Ke Chen,Ke Chen,Stuart C. Hawkins,New wavelet preconditioner for solving boundary integral equations over nonsmooth boundaries,,Boundary Integral Equation,International Journal of Computer Mathematics,2004,Ke_Chen-488,DBLP_expanded_668
P1-2561,Ke Chen,Ke Chen,Martyn D. Hughes,An efficient preconditioned iterative solver for solving a coupled fluid structure interaction problem,,Fluid Structure Interaction; Iterative Solver,International Journal of Computer Mathematics,2004,Ke_Chen-488,DBLP_expanded_668
P1-2562,Ke Chen,Ke Chen,Joseph Savage,An improved and accelerated non-linear multigrid method for total-variation denoising,,Multigrid Method; Total Variation,International Journal of Computer Mathematics,2005,Ke_Chen-488,DBLP_expanded_668
P1-2563,Ke Chen,Ke Chen,Xue-Cheng Tai,A Nonlinear Multigrid Method for Total Variation Minimization from Image Restoration,"Image restoration has been an active research topic and variational formulations are particularly effective in high quality recovery. Although there exist many modelling and theoretical results, available iterative solvers are not yet robust in solving such modeling equations. Recent attempts on developing optimisation multigrid methods have been based on first order conditions. Different from this idea, this paper proposes to",Image Restoration; Iterative Solver; Multigrid Method; Multilevel Method; piecewise linear; primal-dual method; Total Variation; Total Variation Minimization; Variational Formulation; First Order,Journal of Scientific Computing,2007,Ke_Chen-488,DBLP_expanded_668
P1-2564,Ke Chen,Ke Chen,Judith M. Ford; Neville J. Ford,Flexible parallelization of fast wavelet transforms,,Fast Wavelet Transform,Parallel Algorithms and Applications,2003,Ke_Chen-488,DBLP_expanded_668
P1-2565,Ke Chen,Ke Chen,Choi H. Lai,Parallel algorithms of the Purcell method for direct solution of linear systems,,Linear System; Parallel Algorithm,Parallel Computing,2002,Ke_Chen-488,DBLP_expanded_668
P1-2566,Ke Chen,Ke Chen,Carlos Brito-Loeza,Multigrid Algorithm for High Order Denoising,,,,2010,Ke_Chen-488,DBLP_expanded_668
P1-2567,Ke Chen,Ke Chen,Raymond H. Chan,Fast Multilevel Algorithm for a Minimization Problem in Impulse Noise Removal,"An efiective 2-phase method for removing impulse noise was recently proposed. Its phase 1 identifles noisy pixel candidates by using median-type fllters. Then in phase 2, it restores only the noisy pixel candidates by some variational methods. The resulting method can handle salt-and-pepper noise and random-valued impulse noise of noise level as high as 90% and 60% respectively. The aim",Conjugate Gradient Method; Image Restoration; Impulse Noise; Multilevel Algorithm; Multilevel Method; Newton Method; Numerical Experiment; Optimal Method; Pepper; Variational Method,Siam Journal on Scientific Computing,2008,Ke_Chen-488,DBLP_expanded_668
P1-2568,Ke Chen,Ke Chen,Raymond H. Chan,A Multilevel Algorithm for Simultaneously Denoising and Deblurring Images,,Multilevel Algorithm,Siam Journal on Scientific Computing,2010,Ke_Chen-488,DBLP_expanded_668
P1-2569,Ke Chen,Ke Chen,Stuart C. Hawkins,An Implicit Wavelet Sparse Approximate Inverse Preconditioner,,Sparse Approximate Inverse,Siam Journal on Scientific Computing,2005,Ke_Chen-488,DBLP_expanded_668
P1-2570,Ke Chen,Ke Chen,N. Badshah,On Two Multigrid Algorithms for Modeling Variational Multiphase Image Segmentation,,Image Segmentation,IEEE Transactions on Image Processing,2009,Ke_Chen-488,DBLP_expanded_668
P1-2571,Ke Chen,Ke Chen,Carlos Brito-Loeza,On High-Order Denoising Models and Fast Algorithms for Vector-Valued Images,,Fast Algorithm,IEEE Transactions on Image Processing,2010,Ke_Chen-488,DBLP_expanded_668
P1-2572,Ke Chen,Ke Chen,Lukasz A. Kurgan; Jishou Ruan,Optimization of the Sliding Window Size for Protein Structure Prediction,,Protein Structure Prediction; Sliding Window,Symposium on Computational Intelligence in Bioinformatics and Computational Biology,2006,Ke_Chen-489,DBLP_expanded_668
P1-2573,Ke Chen,Ke Chen,Kanaka Durga Kedarisetti; Aashima Kapoor; Lukasz A. Kurgan,Prediction of the Number of Helices for the Twilight Zone Proteins,,,Symposium on Computational Intelligence in Bioinformatics and Computational Biology,2006,Ke_Chen-489,DBLP_expanded_668
P1-2574,Ke Chen,Ke Chen,Jishou Ruan; Hanzhe Chen; Lukasz A. Kurgan; Chunsheng Kang; Peiyu Pu,HuMiTar: A sequence-based method for prediction of human microRNA targets,"BACKGROUND: MicroRNAs (miRs) are small noncoding RNAs that bind to complementary/partially complementary sites in the 3' untranslated regions of target genes to regulate protein production of the target transcript and to induce mRNA degradation or mRNA cleavage. The ability to perform accurate, high-throughput identification of physiologically active miR targets would enable functional characterization of individual miRs. Current target prediction methods",Computational Complexity; Computational Method; Experimental Validation; False Positive; Gene Regulation; Machine Learning; microrna; noncoding rna; Prediction Method; Roc Analysis; Score Function; Signal To Noise Ratio; Species Conservation; untranslated region; Base Pair; False Positive Rate; High Throughput; Nucleotides; True Positive,Algorithms for Molecular Biology,2008,Ke_Chen-489,DBLP_expanded_668
P1-2575,Ke Chen,Ke Chen,Lukasz A. Kurgan,PFRES: protein fold classification by using evolutionary information and predicted secondary structure,Motivation: The number of protein families has been estimated to be as small as 1000. Recent study shows that the growth in discovery of novel structures that are deposited into PDB and the related rate of increase of SCOP categories are slowing down. This indicates that the protein structure space will be soon covered and thus we may be able,Base Composition; Information Extraction; Protein Family; Protein Folding; Protein Structure; Secondary Structure; Secondary Structure Prediction; Sequence Similarity; Structural Similarity; Structure Prediction,Bioinformatics/computer Applications in The Biosciences,2007,Ke_Chen-489,DBLP_expanded_668
P1-2576,Ke Chen,Ke Chen,Tuo Zhang; Hua Zhang; Shiyi Shen; Jishou Ruan; Lukasz A. Kurgan,Accurate sequence-based prediction of catalytic residues,,,Bioinformatics/computer Applications in The Biosciences,2008,Ke_Chen-489,DBLP_expanded_668
P1-2577,Ke Chen,Ke Chen,Lukasz A. Kurgan; Krzysztof J. Cios,SCPRED: Accurate prediction of protein structural class for sequences of twilight-zone similarity with predicting sequences,"BACKGROUND: Protein structure prediction methods provide accurate results when a homologous protein is predicted, while poorer predictions are obtained in the absence of homologous templates. However, some protein chains that share twilight-zone pairwise identity can form similar folds and thus determining structural similarity without the sequence similarity would be desirable for the structure prediction. The folding type of a protein",Ensemble of Classifiers; Indexation; Information Extraction; Logistic Regression; Physicochemical Properties; Prediction Accuracy; Prediction Method; Protein Structure; Protein Structure Prediction; Secondary Structure; Secondary Structure Prediction; Sequence Similarity; Structural Similarity; Structure Prediction; Support Vector Machine,BMC Bioinformatics,2008,Ke_Chen-489,DBLP_expanded_668
P1-2578,Ke Chen,Ke Chen,Hua Zhang; Tuo Zhang; Shiyi Shen; Jishou Ruan; Lukasz A. Kurgan,Sequence based residue depth prediction using evolutionary information and predicted secondary structure,"BACKGROUND: Residue depth allows determining how deeply a given residue is buried, in contrast to the solvent accessibility that differentiates between buried and solvent-exposed residues. When compared with the solvent accessibility, the depth allows studying deep-level structures and functional sites, and formation of the protein folding nucleus. Accurate prediction of residue depth would provide valuable information for fold recognition, prediction",Cross Validation; Fold Recognition; Information Extraction; Protein Design; Protein Folding; Protein Sequence; Secondary Structure; Secondary Structure Prediction; Solvent Accessibility; Structure and Function; Uniform Distribution; Amino Acid; Detection Rate; Mean Absolute Error; Relative Error,BMC Bioinformatics,2008,Ke_Chen-489,DBLP_expanded_668
P1-2579,Ke Chen,Ke Chen,Yingfu Jiang; Li Du; Lukasz A. Kurgan,Prediction of integral membrane protein type by collocated hydrophobic amino acid pairs,,Membrane Protein; Amino Acid,Journal of Computational Chemistry,2009,Ke_Chen-489,DBLP_expanded_668
P1-2580,Ke Chen,Ke Chen,Lukasz A. Kurgan; Jishou Ruan,Prediction of protein structural class using novel evolutionary collocation-based sequence representation,"Knowledge of structural classes is useful in understanding of folding patterns in proteins. Although existing structural class prediction methods applied virtually all state-of-the-art classifiers, many of them use a rela- tively simple protein sequence representation that often includes amino acid (AA) composition. To this end, we pro- pose a novel sequence representation that incorporates evolutionary information encoded using PSI-BLAST profile-",Domain Structure; Prediction Accuracy; Prediction Method; Protein Sequence; Protein Structure; Support Vector Machine; Amino Acid; Error Rate,Journal of Computational Chemistry,2008,Ke_Chen-489,DBLP_expanded_668
P1-2581,Ke Chen,Ke Chen,Huijun Gao; Yan Zhao; James Lam,Hbm infty Fuzzy Filtering of Nonlinear Systems With Intermittent Measurements,,Nonlinear System,IEEE Transactions on Fuzzy Systems,2009,Ke_Chen-489,DBLP_expanded_668
P1-2582,Ke Chen,Ke Chen,Shaoshuai Mou; Huijun Gao; Wenyi Qiang,New Delay-Dependent Exponential Stability for Neural Networks With Time Delay,,Exponential Stability; Time Delay; Neural Network,"IEEE Transactions on Systems, Man, and Cybernetics",2008,Ke_Chen-489,DBLP_expanded_668
P1-2583,Ke Chen,Ke Chen,Shuai Yue; Yunong Zhang,MATLAB Simulation and Comparison of Zhang Neural Network and Gradient Neural Network for Online Solution of Linear Time-Varying Matrix Equation AXB-C=0,,Matrix Equation; Linear Time Varying; Neural Network,International Conference on Intelligent Computing,2008,Ke_Chen-490,DBLP_expanded_668
P1-2584,Ke Chen,Ke Chen,Yunong Zhang; Weimu Ma; Xiao-Dong Li,MATLAB Simulation of Gradient-Based Neural Network for Online Matrix Inversion,,Matrix Inversion; Neural Network,International Conference on Intelligent Computing,2007,Ke_Chen-490,DBLP_expanded_668
P1-2585,Ke Chen,Ke Chen,Yunong Zhang; Zhan Li; Chenfu Yi,Zhang Neural Network Versus Gradient Neural Network for Online Time-Varying Quadratic Function Minimization,,Neural Network; Time Varying,International Conference on Intelligent Computing,2008,Ke_Chen-490,DBLP_expanded_668
P1-2586,Ke Chen,Ke Chen,Yunong Zhang; Xiaojiao Guo; Weimu Ma; Binghuang Cai,MATLAB Simulink Modeling and Simulation of Zhang Neural Network for Online Time-Varying Matrix Inversion,,Matrix Inversion; Modeling and Simulation; Neural Network; Time Varying,"International Conference on Networking, Sensing and Control",2008,Ke_Chen-490,DBLP_expanded_668
P1-2587,Ke Chen,Ke Chen,Yunong Zhang; Zhan Li; Binghuang Cai,Common Nature of Learning Exemplified by BP and Hopfield Neural Networks for Solving Online a System of Linear Equations,,Linear Equations; hopfield neural network,"International Conference on Networking, Sensing and Control",2008,Ke_Chen-490,DBLP_expanded_668
